id,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
42,golbat,"['poison', 'flying']",1.6,55.0,80.0,70.0,75.0,65.0,75.0,90.0,455.0,['inner focus'],"['electric', 'ice', 'psychic', 'rock']","['mt-coronet-1f-route-207', 'mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'mt-coronet-4f', 'mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-6f', 'mt-coronet-1f-from-exterior', 'mt-coronet-1f-route-216', 'mt-coronet-b1f', 'sinnoh-victory-road-1f', 'sinnoh-victory-road-2f', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'ravaged-path-area', 'oreburgh-gate-b1f', 'stark-mountain-area', 'stark-mountain-entrance', 'stark-mountain-inside', 'sendoff-spring-area', 'turnback-cave-pillar-1', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'snowpoint-temple-1f', 'snowpoint-temple-b1f', 'snowpoint-temple-b2f', 'snowpoint-temple-b3f', 'snowpoint-temple-b4f', 'snowpoint-temple-b5f', 'iron-island-1f', 'iron-island-b1f-left', 'iron-island-b1f-right', 'iron-island-b2f-right', 'iron-island-b2f-left', 'iron-island-b3f', 'lost-tower-3f', 'lost-tower-4f', 'lost-tower-5f', 'sinnoh-route-227-area', 'union-cave-b2f', 'slowpoke-well-b1f', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'dark-cave-blackthorn-city-entrance', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'johto-route-47-inside-cave', 'mt-silver-outside', 'mt-silver-1f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'kanto-route-28-area', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'tohjo-falls-area', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-victory-road-2-1f', 'kanto-victory-road-2-2f', 'kanto-victory-road-2-3f', 'meteor-falls-back', 'meteor-falls-b1f', 'meteor-falls-backsmall-room', 'seafloor-cavern-area', 'cave-of-origin-entrance', 'cave-of-origin-1f', 'cave-of-origin-b1f', 'cave-of-origin-b2f', 'cave-of-origin-b3f', 'hoenn-victory-road-1f', 'hoenn-victory-road-b1f', 'hoenn-victory-road-b2f', 'shoal-cave-area', 'shoal-cave-b1f', 'sky-pillar-1f', 'sky-pillar-3f', 'sky-pillar-5f', 'icefall-cave-entrance', 'icefall-cave-1f', 'icefall-cave-b1f', 'icefall-cave-waterfall', 'lost-cave-room-1', 'lost-cave-room-2', 'lost-cave-room-3', 'lost-cave-room-4', 'lost-cave-room-5', 'lost-cave-room-6', 'lost-cave-room-7', 'lost-cave-room-8', 'lost-cave-room-9', 'lost-cave-room-10', 'lost-cave-item-rooms', 'dreamyard-area', 'dreamyard-b1f', 'giant-chasm-outside', 'giant-chasm-area', 'giant-chasm-forest-cave', 'celestial-tower-3f', 'celestial-tower-4f', 'celestial-tower-5f', 'unova-route-13-area', 'strange-house-1f', 'strange-house-b1f', 'johto-safari-zone-zone-mountain', 'johto-safari-zone-zone-savannah', 'digletts-tunnel-area', 'lush-jungle-east-cave', 'memorial-hill-area', 'mount-lanakila-cave', 'resolution-cave-area', 'thrifty-megamart-abandoned-site', 'vast-poni-canyon-inside', 'vast-poni-canyon-northwest']"
43,oddish,"['grass', 'poison']",0.5,5.4,50.0,55.0,45.0,75.0,65.0,30.0,320.0,['chlorophyll'],"['fire', 'ice', 'flying', 'psychic']","['sinnoh-route-224-area', 'sinnoh-route-229-area', 'sinnoh-sea-route-230-area', 'ilex-forest-area', 'kanto-route-12-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'hoenn-route-110-area', 'hoenn-route-117-area', 'hoenn-route-119-area', 'hoenn-route-120-area', 'hoenn-route-121-area', 'hoenn-route-123-area', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-neacro-bike-area', 'hoenn-safari-zone-sw', 'hoenn-safari-zone-se', 'berry-forest-area', 'cape-brink-area', 'bond-bridge-area', 'water-path-area', 'kalos-route-6-area', 'johto-safari-zone-zone-marshland']"
44,gloom,"['grass', 'poison']",0.8,8.6,65.0,70.0,60.0,85.0,75.0,40.0,395.0,['chlorophyll'],"['fire', 'ice', 'flying', 'psychic']","['sinnoh-route-224-area', 'sinnoh-route-229-area', 'sinnoh-sea-route-230-area', 'johto-route-47-area', 'kanto-route-12-area', 'johto-route-48-area', 'kanto-route-5-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'hoenn-route-121-area', 'hoenn-route-123-area', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-neacro-bike-area', 'hoenn-safari-zone-sw', 'hoenn-safari-zone-se', 'berry-forest-area', 'cape-brink-area', 'bond-bridge-area', 'water-path-area', 'johto-safari-zone-zone-marshland']"
45,vileplume,"['grass', 'poison']",1.2,18.6,80.0,85.0,75.0,110.0,90.0,50.0,490.0,['chlorophyll'],"['fire', 'ice', 'flying', 'psychic']",[]
46,paras,"['bug', 'grass']",0.3,5.4,70.0,55.0,35.0,45.0,55.0,25.0,285.0,"['effect spore', 'dry skin']","['fire', 'ice', 'poison', 'flying', 'bug', 'rock']","['ilex-forest-area', 'mt-moon-1f', 'mt-moon-2f', 'mt-moon-b1f', 'mt-moon-b2f', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'johto-safari-zone-zone-swamp', 'alola-route-11-area', 'brooklet-hill-north', 'brooklet-hill-south', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
47,parasect,"['bug', 'grass']",1.0,29.5,95.0,80.0,60.0,60.0,80.0,30.0,405.0,"['effect spore', 'dry skin']","['fire', 'ice', 'poison', 'flying', 'bug', 'rock']","['mt-silver-2f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'alola-route-11-area']"
48,venonat,"['bug', 'poison']",1.0,30.0,55.0,50.0,60.0,40.0,55.0,45.0,305.0,"['compound eyes', 'tinted lens']","['fire', 'flying', 'psychic', 'rock']","['sinnoh-route-229-area', 'ilex-forest-area', 'national-park-area', 'johto-route-43-area', 'lake-of-rage-area', 'kanto-route-12-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-3-west', 'berry-forest-area', 'bond-bridge-area']"
49,venomoth,"['bug', 'poison']",1.5,12.5,65.0,60.0,70.0,90.0,75.0,90.0,450.0,"['shield dust', 'tinted lens']","['fire', 'flying', 'psychic', 'rock']","['sinnoh-route-229-area', 'johto-route-43-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'kanto-victory-road-2-3f', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'berry-forest-area', 'dreamyard-area']"
50,diglett,['ground'],0.2,0.8,55.0,25.0,10.0,35.0,45.0,95.0,265.0,"['sand veil', 'arena trap']","['water', 'grass', 'ice']","['sinnoh-route-228-area', 'vermilion-city-area', 'johto-route-48-area', 'digletts-cave-area']"
51,dugtrio,['ground'],0.7,33.3,100.0,50.0,35.0,50.0,70.0,120.0,425.0,"['sand veil', 'arena trap']","['water', 'grass', 'ice']","['sinnoh-route-228-area', 'digletts-cave-area', 'kalos-route-13-area', 'lush-jungle-east-cave']"
52,meowth,['normal'],0.4,4.2,45.0,35.0,40.0,40.0,40.0,90.0,290.0,"['pickup', 'technician']",['fighting'],"['johto-route-35-area', 'johto-route-38-area', 'johto-route-39-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-11-area', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'five-isle-meadow-area', 'water-path-area', 'ruin-valley-area', 'canyon-entrance-area', 'sevault-canyon-area']"
53,persian,['normal'],1.0,32.0,70.0,60.0,65.0,65.0,65.0,115.0,440.0,"['technician', 'limber']",['fighting'],"['kanto-route-7-area', 'cerulean-cave-1f', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'five-isle-meadow-area', 'water-path-area', 'ruin-valley-area', 'canyon-entrance-area', 'sevault-canyon-area']"
54,psyduck,['water'],0.8,19.6,52.0,48.0,50.0,65.0,50.0,55.0,320.0,"['damp', 'cloud nine']","['grass', 'electric']","['eterna-city-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-6', 'ravaged-path-area', 'oreburgh-gate-1f', 'oreburgh-gate-b1f', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-225-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'ilex-forest-area', 'johto-route-35-area', 'national-park-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'canyon-entrance-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'floccesy-ranch-inner', 'kalos-route-22-area', 'johto-safari-zone-zone-wetland', 'brooklet-hill-north', 'brooklet-hill-south', 'malie-garden-area', 'sandy-cave-area', 'seaward-cave-area', 'ten-carat-hill-inside']"
55,golduck,['water'],1.7,76.6,82.0,78.0,80.0,95.0,80.0,85.0,500.0,"['damp', 'cloud nine']","['grass', 'electric']","['eterna-city-area', 'ravaged-path-area', 'oreburgh-gate-b1f', 'sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-225-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'ilex-forest-area', 'johto-route-35-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'kanto-route-6-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'hoenn-safari-zone-nwmach-bike-area', 'berry-forest-area', 'cape-brink-area', 'village-bridge-area', 'unova-route-11-area', 'unova-route-14-area', 'abundant-shrine-area', 'seaside-cave-1f', 'seaside-cave-b1f', 'nature-sanctuary-area', 'unova-route-22-area', 'unova-route-23-area', 'johto-safari-zone-zone-wetland', 'poni-gauntlet-area', 'vast-poni-canyon-northwest']"
56,mankey,['fighting'],0.5,28.0,80.0,35.0,40.0,35.0,45.0,70.0,305.0,"['vital spirit', 'anger point']","['flying', 'psychic', 'fairy']","['sinnoh-route-225-area', 'sinnoh-sea-route-226-area', 'johto-route-42-area', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-route-3-area', 'kanto-route-4-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-9-area', 'kanto-route-22-area', 'kanto-route-23-area', 'alola-route-3-north', 'alola-route-3-south']"
57,primeape,['fighting'],1.0,32.0,105.0,60.0,65.0,60.0,70.0,95.0,455.0,"['vital spirit', 'anger point']","['flying', 'psychic', 'fairy']","['sinnoh-route-225-area', 'sinnoh-sea-route-226-area', 'kanto-route-9-area', 'cerulean-cave-1f', 'kanto-route-23-area', 'kanto-victory-road-2-2f', 'poni-plains-west']"
58,growlithe,['fire'],0.7,19.0,70.0,45.0,55.0,70.0,50.0,60.0,350.0,"['intimidate', 'flash fire']","['water', 'ground', 'rock']","['sinnoh-route-201-area', 'sinnoh-route-202-area', 'johto-route-35-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-48-area', 'kanto-route-7-area', 'kanto-route-8-area', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'virbank-complex-inner', 'alola-route-2-north']"
59,arcanine,['fire'],1.9,155.0,110.0,80.0,90.0,100.0,80.0,95.0,555.0,"['intimidate', 'flash fire']","['water', 'ground', 'rock']",[]
60,poliwag,['water'],0.6,12.4,50.0,40.0,40.0,40.0,40.0,90.0,300.0,"['damp', 'water absorb']","['grass', 'electric']","['sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'johto-route-30-area', 'johto-route-31-area', 'violet-city-area', 'ruins-of-alph-outside', 'ilex-forest-area', 'johto-route-35-area', 'ecruteak-city-area', 'johto-route-43-area', 'johto-route-44-area', 'blackthorn-city-area', 'johto-route-45-area', 'mt-moon-mt-moon-square', 'unknown-all-poliwag-area', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'johto-route-47-cave-gate', 'mt-silver-outside', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-28-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'vermilion-city-ss-anne-dock', 'berry-forest-area', 'icefall-cave-entrance', 'cape-brink-area', 'ruin-valley-area', 'four-island-area', 'unova-victory-road-unknown-area-53', 'unova-victory-road-1f-unknown-room', 'giant-chasm-area', 'giant-chasm-forest-cave', 'wellspring-cave-area', 'unova-route-6-area', 'challengers-cave-b2f', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'unova-victory-road-2-unknown-area-79', 'floccesy-ranch-outer', 'floccesy-ranch-inner', 'relic-passage-relic-castle-entrance', 'clay-tunnel-area', 'unova-route-19-area', 'unova-route-20-area', 'unova-route-23-area', 'couriway-town-area', 'laverre-city-area', 'kalos-route-14-area', 'kalos-route-15-area', 'kalos-route-16-area', 'kalos-route-19-area', 'kalos-route-21-area', 'frost-cavern-unknown-area-313', 'frost-cavern-unknown-area-315', 'pokemon-village-area', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-327', 'kalos-victory-road-unknown-area-328', 'johto-safari-zone-zone-meadow', 'johto-safari-zone-zone-marshland', 'johto-safari-zone-zone-rocky-beach', 'johto-safari-zone-zone-wetland', 'brooklet-hill-north', 'brooklet-hill-south', 'malie-garden-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
61,poliwhirl,['water'],1.0,20.0,65.0,65.0,65.0,50.0,50.0,90.0,385.0,"['damp', 'water absorb']","['grass', 'electric']","['sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'johto-route-30-area', 'johto-route-31-area', 'violet-city-area', 'ecruteak-city-area', 'johto-route-44-area', 'mt-silver-outside', 'viridian-city-area', 'celadon-city-area', 'kanto-route-28-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-22-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'icefall-cave-entrance', 'cape-brink-area', 'ruin-valley-area', 'four-island-area', 'unova-victory-road-unknown-area-53', 'unova-victory-road-1f-unknown-room', 'giant-chasm-area', 'giant-chasm-forest-cave', 'wellspring-cave-area', 'unova-route-6-area', 'challengers-cave-b2f', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'unova-victory-road-2-unknown-area-79', 'floccesy-ranch-outer', 'floccesy-ranch-inner', 'relic-passage-relic-castle-entrance', 'clay-tunnel-area', 'unova-route-19-area', 'unova-route-20-area', 'unova-route-23-area', 'couriway-town-area', 'laverre-city-area', 'kalos-route-14-area', 'kalos-route-15-area', 'kalos-route-16-area', 'kalos-route-19-area', 'kalos-route-21-area', 'frost-cavern-unknown-area-313', 'frost-cavern-unknown-area-315', 'pokemon-village-area', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-327', 'kalos-victory-road-unknown-area-328', 'johto-safari-zone-zone-meadow', 'johto-safari-zone-zone-marshland', 'johto-safari-zone-zone-rocky-beach', 'johto-safari-zone-zone-wetland', 'konikoni-city-area', 'malie-garden-area']"
62,poliwrath,"['water', 'fighting']",1.3,54.0,95.0,95.0,90.0,70.0,90.0,70.0,510.0,"['damp', 'water absorb']","['grass', 'electric', 'flying', 'psychic', 'fairy']","['unova-victory-road-unknown-area-53', 'unova-victory-road-1f-unknown-room', 'giant-chasm-area', 'giant-chasm-forest-cave', 'wellspring-cave-area', 'challengers-cave-b2f', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'relic-passage-relic-castle-entrance', 'clay-tunnel-area', 'unova-route-23-area', 'kalos-victory-road-unknown-area-328', 'malie-garden-area']"
63,abra,['psychic'],0.9,19.5,20.0,15.0,25.0,105.0,55.0,90.0,310.0,"['inner focus', 'synchronize']","['bug', 'ghost', 'dark']","['sinnoh-route-203-area', 'sinnoh-route-215-area', 'johto-route-34-area', 'johto-route-35-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-24-area', 'kanto-route-25-area', 'granite-cave-1f', 'granite-cave-b1f', 'granite-cave-b2f', 'granite-cave-1fsmall-room', 'hoenn-route-116-area', 'kalos-route-5-area', 'johto-safari-zone-zone-plains', 'alola-route-2-south', 'hauoli-city-shopping-district']"
64,kadabra,['psychic'],1.3,56.5,35.0,30.0,40.0,120.0,70.0,105.0,400.0,"['inner focus', 'synchronize']","['bug', 'ghost', 'dark']","['sinnoh-victory-road-2f', 'sinnoh-route-215-area', 'kanto-route-8-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
65,alakazam,['psychic'],1.5,48.0,50.0,45.0,55.0,135.0,95.0,120.0,500.0,"['inner focus', 'synchronize']","['bug', 'ghost', 'dark']",[]
66,machop,['fighting'],0.8,19.5,80.0,50.0,70.0,35.0,35.0,35.0,305.0,"['guts', 'no guard']","['flying', 'psychic', 'fairy']","['mt-coronet-1f-route-207', 'mt-coronet-1f-route-211', 'sinnoh-route-206-area', 'sinnoh-route-207-area', 'sinnoh-route-208-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-211-west-towards-eterna-city', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'johto-route-47-inside-cave', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-route-10-area', 'rock-tunnel-b2f', 'kanto-victory-road-2-1f', 'kanto-victory-road-2-2f', 'kanto-victory-road-2-3f', 'jagged-pass-area', 'fiery-path-area', 'hoenn-route-112-area', 'mt-ember-area', 'mt-ember-cave', 'mt-ember-inside', 'mt-ember-1f-cave-behind-team-rocket', 'glittering-cave-unknown-area-303', 'johto-safari-zone-zone-wasteland', 'alola-route-2-main', 'ten-carat-hill-farthest-hollow']"
67,machoke,['fighting'],1.5,70.5,100.0,70.0,80.0,50.0,60.0,45.0,405.0,"['guts', 'no guard']","['flying', 'psychic', 'fairy']","['mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'mt-coronet-4f', 'mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-6f', 'mt-coronet-1f-from-exterior', 'mt-coronet-1f-route-216', 'mt-coronet-b1f', 'sinnoh-victory-road-1f', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'stark-mountain-entrance', 'stark-mountain-inside', 'acuity-lakefront-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-211-east-towards-celestic-town', 'sinnoh-route-216-area', 'sinnoh-route-217-area', 'sinnoh-route-225-area', 'sinnoh-sea-route-226-area', 'mt-mortar-upper-cave', 'mt-silver-2f', 'johto-route-47-inside-cave', 'rock-tunnel-1f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-victory-road-2-1f', 'kanto-victory-road-2-2f', 'kanto-victory-road-2-3f', 'mt-ember-inside', 'mt-ember-1f-cave-behind-team-rocket', 'johto-safari-zone-zone-wasteland', 'vast-poni-canyon-outside']"
68,machamp,['fighting'],1.6,130.0,130.0,80.0,90.0,65.0,85.0,55.0,505.0,"['guts', 'no guard']","['flying', 'psychic', 'fairy']",[]
69,bellsprout,"['grass', 'poison']",0.7,4.0,75.0,35.0,50.0,70.0,30.0,40.0,300.0,['chlorophyll'],"['fire', 'ice', 'flying', 'psychic']","['sinnoh-route-224-area', 'sinnoh-route-229-area', 'sinnoh-sea-route-230-area', 'johto-route-31-area', 'johto-route-32-area', 'johto-route-36-area', 'johto-route-44-area', 'kanto-route-12-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'berry-forest-area', 'cape-brink-area', 'bond-bridge-area', 'water-path-area', 'johto-safari-zone-zone-forest', 'alola-route-5-area']"
